battle,link,date
Battle of Lao Cai,https://en.wikipedia.org/wiki/Battle_of_Lao_Cai,1979
Battle of Masaka,https://en.wikipedia.org/wiki/Battle_of_Masaka,1979
Battle of Tororo,https://en.wikipedia.org/wiki/Battle_of_Tororo,1979
Battle of Lukaya,https://en.wikipedia.org/wiki/Battle_of_Lukaya,1979
Battle of Entebbe,https://en.wikipedia.org/wiki/Battle_of_Entebbe,1979
Battle of Jinja,https://en.wikipedia.org/wiki/Battle_of_Jinja,1979
Battle of Lira,https://en.wikipedia.org/wiki/Battle_of_Lira,1979
Battle of Karuma Falls,https://en.wikipedia.org/wiki/Battle_of_Karuma_Falls,1979
Battle of Bondo,https://en.wikipedia.org/wiki/Battle_of_Bondo,1979
Second Battle of N'Djamena,https://en.wikipedia.org/wiki/Second_Battle_of_N%27Djamena,1980
Battle of Dezful,https://en.wikipedia.org/wiki/Battle_of_Dezful,1981
Gulf of Sidra incident (1981),https://en.wikipedia.org/wiki/Gulf_of_Sidra_incident_(1981),1981
Invasion of Grenada,https://en.wikipedia.org/wiki/Invasion_of_Grenada,1983
Operation Meghdoot,https://en.wikipedia.org/wiki/Operation_Meghdoot,1984
Operation Blue Star,https://en.wikipedia.org/wiki/Operation_Blue_Star,1984
Battle of the Marshes,https://en.wikipedia.org/wiki/Battle_of_the_Marshes,1984
First Battle of Al Faw,https://en.wikipedia.org/wiki/First_Battle_of_Al_Faw,1986
Action in the Gulf of Sidra (1986),https://en.wikipedia.org/wiki/Action_in_the_Gulf_of_Sidra_(1986),1986
Battle of Fada,https://en.wikipedia.org/wiki/Battle_of_Fada,1987
Battle of B'ir Kora,https://en.wikipedia.org/wiki/Battle_of_B%27ir_Kora,1987
Battle of Aouzou,https://en.wikipedia.org/wiki/Battle_of_Aouzou,1987
Battle of Cuito Cuanavale,https://en.wikipedia.org/wiki/Battle_of_Cuito_Cuanavale,1987
Battle of Maaten al-Sarra,https://en.wikipedia.org/wiki/Battle_of_Maaten_al-Sarra,1987
Battle of Afabet,https://en.wikipedia.org/wiki/Battle_of_Afabet,1988
Second Battle of Al Faw,https://en.wikipedia.org/wiki/Second_Battle_of_Al_Faw,1988
Operation Praying Mantis,https://en.wikipedia.org/wiki/Operation_Praying_Mantis,1988
Operation Mersad,https://en.wikipedia.org/wiki/Operation_Mersad,1988
Gulf of Sidra incident (1989),https://en.wikipedia.org/wiki/Gulf_of_Sidra_incident_(1989),1989
Operation Just Cause,https://en.wikipedia.org/wiki/Operation_Just_Cause,1989
Battle of Vukovar,https://en.wikipedia.org/wiki/Battle_of_Vukovar,1991
Battle of the Barracks,https://en.wikipedia.org/wiki/Battle_of_the_Barracks,1991
Siege of Sarajevo,https://en.wikipedia.org/wiki/Siege_of_Sarajevo,1992
Battle of Tighina (1992),https://en.wikipedia.org/wiki/Battle_of_Tighina_(1992),1992
Battle of the Miljevci Plateau,https://en.wikipedia.org/wiki/Battle_of_the_Miljevci_Plateau,1992
Operation Corridor,https://en.wikipedia.org/wiki/Operation_Corridor,1992
Battle of Gagra,https://en.wikipedia.org/wiki/Battle_of_Gagra,1992
Operation Maslenica,https://en.wikipedia.org/wiki/Operation_Maslenica,1993
Battle of Kelbajar,https://en.wikipedia.org/wiki/Battle_of_Kelbajar,1993
Battle of Žepče,https://en.wikipedia.org/wiki/Battle_of_%C5%BDep%C4%8De,1993
Battle of Bugojno,https://en.wikipedia.org/wiki/Battle_of_Bugojno,1993
Battle of Mogadishu (1993),https://en.wikipedia.org/wiki/Battle_of_Mogadishu_(1993),1993
Battle of Pooneryn,https://en.wikipedia.org/wiki/Battle_of_Pooneryn,1993
Fall of Manerplaw,https://en.wikipedia.org/wiki/Fall_of_Manerplaw,1994
Battle of Kawmoora,https://en.wikipedia.org/wiki/Battle_of_Kawmoora,1994
First battle of Grozny,https://en.wikipedia.org/wiki/First_battle_of_Grozny,1995
Operation Flash,https://en.wikipedia.org/wiki/Operation_Flash,1995
Battle of Orašje,https://en.wikipedia.org/wiki/Battle_of_Ora%C5%A1je,1995
Battle of Vrbanja Bridge,https://en.wikipedia.org/wiki/Battle_of_Vrbanja_Bridge,1995
Operation Storm,https://en.wikipedia.org/wiki/Operation_Storm,1995
Battle of Grozny (August 1996),https://en.wikipedia.org/wiki/Battle_of_Grozny_(August_1996),1996
Battle of Belaćevac Mine,https://en.wikipedia.org/wiki/Battle_of_Bela%C4%87evac_Mine,1998
Battle of Glodjane,https://en.wikipedia.org/wiki/Battle_of_Glodjane,1998
Operation Kitona,https://en.wikipedia.org/wiki/Operation_Kitona#The_battle_for_Kinshasa,1998
1998 Battle of Kilinochchi,https://en.wikipedia.org/wiki/1998_Battle_of_Kilinochchi,1998
Battle of Yeosu,https://en.wikipedia.org/wiki/Battle_of_Yeosu,1998
Battle of Podujevo,https://en.wikipedia.org/wiki/Battle_of_Podujevo,1998
Battle of Tololing,https://en.wikipedia.org/wiki/Battle_of_Tololing,1999
Battle of Grozny (1999-2000),https://en.wikipedia.org/wiki/Battle_of_Grozny_(1999-2000),1999
Battle of Košare,https://en.wikipedia.org/wiki/Battle_of_Ko%C5%A1are,1999
Battle of Aidabasalala,https://en.wikipedia.org/wiki/Battle_of_Aidabasalala,1999
Battle of Komsomolskoye,https://en.wikipedia.org/wiki/Battle_of_Komsomolskoye,2000
Lungi Lol confrontation,https://en.wikipedia.org/wiki/Lungi_Lol_confrontation,2000
Battle of Camp Abubakar,https://en.wikipedia.org/wiki/Battle_of_Camp_Abubakar,2000
Operation MH-2,https://en.wikipedia.org/wiki/Operation_MH-2,"8 March, 2001"
Operation Vaksince,https://en.wikipedia.org/wiki/Operation_Vaksince,"25 May, 2001"
Battle of Vedeno,https://en.wikipedia.org/wiki/Battle_of_Vedeno,"13–26 August, 2001"
Operation Crescent Wind,https://en.wikipedia.org/wiki/Operation_Crescent_Wind,7 October 2001 – ? December
Operation Rhino,https://en.wikipedia.org/wiki/Operation_Rhino,"19–20 October, 2001"
Battle of Mazar e Sharif,https://en.wikipedia.org/wiki/Battle_of_Mazar_e_Sharif,"9 November, 2001"
Siege of Kunduz,https://en.wikipedia.org/wiki/Siege_of_Kunduz,"11–23 November, 2001"
Battle of Herat,https://en.wikipedia.org/wiki/Battle_of_Herat,"12 November, 2001"
Fall of Kabul (2001),https://en.wikipedia.org/wiki/Fall_of_Kabul_(2001),"13–14 November, 2001"
Battle of Tarin Kowt,https://en.wikipedia.org/wiki/Battle_of_Tarin_Kowt,"13–14 November, 2001"
Operation Trent,https://en.wikipedia.org/wiki/Operation_Trent,"?–? (mid to late November), 2001"
Fall of Kandahar,https://en.wikipedia.org/wiki/Fall_of_Kandahar,"22 November – 7 December, 2001"
Battle of Qala-i-Jangi,https://en.wikipedia.org/wiki/Battle_of_Qala-i-Jangi,"25 November – 1 December, 2001"
Battle of Tora Bora,https://en.wikipedia.org/wiki/Battle_of_Tora_Bora,"12–17 December, 2001"
Battle of Shawali Kowt,https://en.wikipedia.org/wiki/Battle_of_Shawali_Kowt,"3 December, 2001"
Battle of Sayyd Alma Kalay,https://en.wikipedia.org/wiki/Battle_of_Sayyd_Alma_Kalay,"4 December, 2001"
Battle of Amami-Ōshima,https://en.wikipedia.org/wiki/Battle_of_Amami-%C5%8Cshima,"22 December, 2001"
Tsotsin-Yurt operation,https://en.wikipedia.org/wiki/Tsotsin-Yurt_operation,30 December 2001 – 3 January 2002
Operation Anaconda,https://en.wikipedia.org/wiki/Operation_Anaconda,"1–19 March, 2002"
Battle of Takur Ghar,https://en.wikipedia.org/wiki/Battle_of_Takur_Ghar,"4-5 March, 2002"
Operation Defensive Shield,https://en.wikipedia.org/wiki/Operation_Defensive_Shield,"29 March – 3 May, 2002"
Battle of Jenin (2002),https://en.wikipedia.org/wiki/Battle_of_Jenin_(2002),"3–11 April, 2002"
Siege of the Church of the Nativity in Bethlehem,https://en.wikipedia.org/wiki/Siege_of_the_Church_of_the_Nativity_in_Bethlehem,"2 April – 10 May, 2002"
Battle of Nablus,https://en.wikipedia.org/wiki/Battle_of_Nablus,"5–8 April, 2002"
Second Battle of Yeonpyeong,https://en.wikipedia.org/wiki/Second_Battle_of_Yeonpyeong,"29 June, 2002"
Battle of Al Faw (2003),https://en.wikipedia.org/wiki/Battle_of_Al_Faw_(2003),"20–24 March, 2003"
Battle of Umm Qasr,https://en.wikipedia.org/wiki/Battle_of_Umm_Qasr,"21–25 March, 2003"
Battle of Nasiriyah,https://en.wikipedia.org/wiki/Battle_of_Nasiriyah,"23–29 March, 2003"
Battle of Najaf,https://en.wikipedia.org/wiki/Battle_of_Najaf_(2003),24 March – 4 April 2003
Battle of Karbala,https://en.wikipedia.org/wiki/Battle_of_Karbala_(2003),23 March – 6 April 2003
Battle of Baghdad,https://en.wikipedia.org/wiki/Battle_of_Baghdad_(2003),"April 3–9, 2003"
Battle of Basra,https://en.wikipedia.org/wiki/Battle_of_Basra_(2003),21 March – 6 April 2003
Battle of Debecka Pass,https://en.wikipedia.org/wiki/Battle_of_Debecka_Pass,"6 April, 2003"
Battle of Wana,https://en.wikipedia.org/wiki/Battle_of_Wana,"16–23 March, 2004"
First Battle of Fallujah,https://en.wikipedia.org/wiki/First_Battle_of_Fallujah,"4 April – 1 May, 2004"
Battle of Najaf,https://en.wikipedia.org/wiki/Battle_of_Najaf_(2004),5–27 August 2004
Operation Rainbow,https://en.wikipedia.org/wiki/Operation_Rainbow,"18–23 May, 2004"
2004 Nazran raid,https://en.wikipedia.org/wiki/2004_Nazran_raid,"21 – 22 June, 2004"
Operation Days of Penitence,https://en.wikipedia.org/wiki/Operation_Days_of_Penitence,"30 September – 16 October, 2004"
Second Battle of Fallujah,https://en.wikipedia.org/wiki/Second_Battle_of_Fallujah,"7 November – 23 December, 2004"
Operation Matador (Iraq),https://en.wikipedia.org/wiki/Operation_Matador_(Iraq),"8–19 May, 2005"
October 2005 Nalchik attack,https://en.wikipedia.org/wiki/October_2005_Nalchik_attack,"13 October, 2005"
Second Battle of Adre,https://en.wikipedia.org/wiki/Second_Battle_of_Adre,"18 December, 2005"
Battle of N'Djamena (2006),https://en.wikipedia.org/wiki/Battle_of_N%27Djamena_(2006),"13 April, 2006"
Second Battle of Mogadishu,https://en.wikipedia.org/wiki/Second_Battle_of_Mogadishu,"7 May – 11 July, 2006"
Battle of Point Pedro (2006),https://en.wikipedia.org/wiki/Battle_of_Point_Pedro_(2006),"12 May, 2006"
Operation Mountain Thrust,https://en.wikipedia.org/wiki/Operation_Mountain_Thrust,"15 May – 31 July, 2006"
Operation Together Forward,https://en.wikipedia.org/wiki/Operation_Together_Forward,"14 June – 24 October, 2006"
2006 Dutch/Australian Offensive,https://en.wikipedia.org/wiki/2006_Dutch/Australian_Offensive,"late April – 16 July, 2006"
Operation Summer Rains,https://en.wikipedia.org/wiki/Operation_Summer_Rains,"28 June – 26 November, 2006"
Operation Perth,https://en.wikipedia.org/wiki/Operation_Perth,"July, 2006"
Zar'it-Shtula incident,https://en.wikipedia.org/wiki/Zar%27it-Shtula_incident,"12 July, 2006"
The Second Battle of Habbaniyah,https://en.wikipedia.org/wiki/The_Second_Battle_of_Habbaniyah,"15 July – December, 2006"
Battle of Bint Jbail,https://en.wikipedia.org/wiki/Battle_of_Bint_Jbail,"24 July – 11 August, 2006"
Battle of Ayta ash-Shab,https://en.wikipedia.org/wiki/Battle_of_Ayta_ash-Shab,"31 July – 11 August, 2006"
Operation Sharp and Smooth,https://en.wikipedia.org/wiki/Operation_Sharp_and_Smooth,"1 & 2 August, 2006"
2006 Tyre raid,https://en.wikipedia.org/wiki/2006_Tyre_raid,"4 August, 2006"
2006 Litani offensive,https://en.wikipedia.org/wiki/2006_Litani_offensive,"11–14 August, 2006"
Battle of Jaffna (2006),https://en.wikipedia.org/wiki/Battle_of_Jaffna_(2006),"11 August – 29 October, 2006"
Battle of Sampur,https://en.wikipedia.org/wiki/Battle_of_Sampur,"28 August – 4 September, 2006"
Operation Medusa,https://en.wikipedia.org/wiki/Operation_Medusa,"2–17 September, 2006"
Operation Mountain Fury,https://en.wikipedia.org/wiki/Operation_Mountain_Fury,16 September 2006 – 15 January 2007
Battle of Al Rumaythah,https://en.wikipedia.org/wiki/Battle_of_Al_Rumaythah,"26 September, 2006"
Battle of Malakal,https://en.wikipedia.org/wiki/Battle_of_Malakal,27 November 2006 – 29 November 2006
SLA December 2006 offensive,https://en.wikipedia.org/wiki/SLA_December_2006_offensive,"4–9 December, 2006"
Battle of Baidoa,https://en.wikipedia.org/wiki/Battle_of_Baidoa,"20–26 December, 2006"
Battle of Bandiradley,https://en.wikipedia.org/wiki/Battle_of_Bandiradley,"23–25 December, 2006"
Battle of Beledweyne (2006),https://en.wikipedia.org/wiki/Battle_of_Beledweyne_(2006),"24–25 December, 2006"
Battle of Jowhar,https://en.wikipedia.org/wiki/Battle_of_Jowhar,"27 December, 2006"
Fall of Mogadishu,https://en.wikipedia.org/wiki/Fall_of_Mogadishu,"28 December, 2006"
Battle of Ras Kamboni,https://en.wikipedia.org/wiki/Battle_of_Ras_Kamboni,"5–12 January, 2007"
Battle of Najaf (2007),https://en.wikipedia.org/wiki/Battle_of_Najaf_(2007),"28–29 January, 2007"
Operation Imposing Law,https://en.wikipedia.org/wiki/Operation_Imposing_Law,"14 February – 24 November, 2007"
Battle of Same,https://en.wikipedia.org/wiki/Battle_of_Same,"4 March, 2007"
Battle of Mogadishu (March–April 2007),https://en.wikipedia.org/wiki/Battle_of_Mogadishu_(March%E2%80%93April_2007),"21 March – 26 April, 2007"
Battle of Route Bismarck,https://en.wikipedia.org/wiki/Battle_of_Route_Bismarck,"23-24 April, 2007"
Battle of Thoppigala,https://en.wikipedia.org/wiki/Battle_of_Thoppigala,25 April – 11 July 2007
Operation Achilles,https://en.wikipedia.org/wiki/Operation_Achilles,"6–30 May, 2007"
Battle of Nahr el-Bared,https://en.wikipedia.org/wiki/Battle_of_Nahr_el-Bared,"20 May – 7 September, 2007"
Battle of Gaza (2007),https://en.wikipedia.org/wiki/Battle_of_Gaza_(2007),"7–15 June, 2007"
Battle of Chora,https://en.wikipedia.org/wiki/Battle_of_Chora,"15–19 June, 2007"
Raid on Anuradhapura Air Force Base,https://en.wikipedia.org/wiki/Raid_on_Anuradhapura_Air_Force_Base,"22 October, 2007"
Battle of Musa Qala,https://en.wikipedia.org/wiki/Battle_of_Musa_Qala,"7–12 December, 2007"
Battle of Delft,https://en.wikipedia.org/wiki/Battle_of_Delft,"25 December, 2007"
Battle of the Forward Defence Lines,https://en.wikipedia.org/wiki/Battle_of_the_Forward_Defence_Lines,"2 January – 24 November, 2008"
Battle of N'Djamena (2008),https://en.wikipedia.org/wiki/Battle_of_N%27Djamena_(2008),"2–4 February, 2008"
Operation Hot Winter,https://en.wikipedia.org/wiki/Operation_Hot_Winter,"29 February – 3 March, 2008"
2008 Mardakert skirmishes,https://en.wikipedia.org/wiki/2008_Mardakert_skirmishes,"4 March, 2008"
Battle of Basra (2008),https://en.wikipedia.org/wiki/Battle_of_Basra_(2008),"25–31 March, 2008"
Battle of Kallarawa,https://en.wikipedia.org/wiki/Battle_of_Kallarawa,"25 March, 2008"
2008 attack on Omdurman and Khartoum,https://en.wikipedia.org/wiki/2008_attack_on_Omdurman_and_Khartoum,"10–12 May, 2008"
2008 Djiboutian-Eritrean border conflict,https://en.wikipedia.org/wiki/2008_Djiboutian-Eritrean_border_conflict,"10–13 June, 2008"
Battle of Arghandab (2008),https://en.wikipedia.org/wiki/Battle_of_Arghandab_(2008),"18 and 19 June, 2008"
Battle of Wanat,https://en.wikipedia.org/wiki/Battle_of_Wanat,"13 July, 2008"
Battle of Vidattaltivu,https://en.wikipedia.org/wiki/Battle_of_Vidattaltivu,"16 July, 2008"
Battle of Tskhinvali,https://en.wikipedia.org/wiki/Battle_of_Tskhinvali,"8–10 August, 2008"
Battle of the Kodori Gorge,https://en.wikipedia.org/wiki/Battle_of_the_Kodori_Gorge,"9–12 August, 2008"
Battle of Khaz Oruzgan,https://en.wikipedia.org/wiki/Battle_of_Khaz_Oruzgan,"2 September, 2008"
Battle of Goma,https://en.wikipedia.org/wiki/Battle_of_Goma,"25 October, 2008"
2008–09 Battle of Kilinochchi,https://en.wikipedia.org/wiki/2008%E2%80%9309_Battle_of_Kilinochchi,"23 November – 2 January, 2008"
Operation Cast Lead,https://en.wikipedia.org/wiki/Operation_Cast_Lead,"27 December – 18 January, 2008"
Battle of Paranthan,https://en.wikipedia.org/wiki/Battle_of_Paranthan,"30 December – 1 January, 2008"
Battle of Mullaitivu (2009),https://en.wikipedia.org/wiki/Battle_of_Mullaitivu_(2009),"2–25 January, 2009"
Battle of Chalai,https://en.wikipedia.org/wiki/Battle_of_Chalai,"2–6 February, 2009"
Battle of Alasay,https://en.wikipedia.org/wiki/Battle_of_Alasay,"14–23 March, 2009"
First and Second Battles of Kakarak,https://en.wikipedia.org/wiki/First_and_Second_Battles_of_Kakarak,"16 March – 12 April, 2009"
Battle of Aanandapuram,https://en.wikipedia.org/wiki/Battle_of_Aanandapuram,"29 March – 5 April, 2009"
Battle of Puthukkudiyirippu,https://en.wikipedia.org/wiki/Battle_of_Puthukkudiyirippu,"2–5 April, 2009"
Battle of Am Dam,https://en.wikipedia.org/wiki/Battle_of_Am_Dam,"7 and 8 May, 2009"
Second Battle of Swat,https://en.wikipedia.org/wiki/Second_Battle_of_Swat,"16 May – 15 July, 2009"
Battle of Dahaneh,https://en.wikipedia.org/wiki/Battle_of_Dahaneh,"12–15 August, 2009"
Battle of Kamdesh,https://en.wikipedia.org/wiki/Battle_of_Kamdesh,"3 October, 2009"
Battle off the coast of Jaffna,https://en.wikipedia.org/wiki/Battle_off_the_coast_of_Jaffna,"1 November, 2009"
Battle of Daecheong,https://en.wikipedia.org/wiki/Battle_of_Daecheong,"10 November, 2009"
Operation Cobra's Anger,https://en.wikipedia.org/wiki/Operation_Cobra%27s_Anger,"4–7 December, 2009"
Operation Moshtarak,https://en.wikipedia.org/wiki/Operation_Moshtarak,"13 February – 7 December, 2010"
Battle of Mogadishu (2010),https://en.wikipedia.org/wiki/Battle_of_Mogadishu_(2010),"10 March – 18 April, 2010"
Shah Wali Kot Offensive,https://en.wikipedia.org/wiki/Shah_Wali_Kot_Offensive,"10-14 June, 2010"
Battle of Derapet,https://en.wikipedia.org/wiki/Battle_of_Derapet,"24 August, 2010"
Operation Bulldog Bite,https://en.wikipedia.org/wiki/Operation_Bulldog_Bite,"12 November, 2010"
Bombardment of Yeonpyeong,https://en.wikipedia.org/wiki/Bombardment_of_Yeonpyeong,"23 November, 2010"
Operation Dawn of Gulf of Aden,https://en.wikipedia.org/wiki/Operation_Dawn_of_Gulf_of_Aden,"16–21 January, 2011"
Battle of Bayda,https://en.wikipedia.org/wiki/Battle_of_Bayda,"16–18 February, 2011"
First Battle of Benghazi,https://en.wikipedia.org/wiki/First_Battle_of_Benghazi,"17–20 February, 2011"
Battle of Misrata (2011),https://en.wikipedia.org/wiki/Battle_of_Misrata_(2011),"18 February – 15 May, 2011"
First Battle of Zawiya,https://en.wikipedia.org/wiki/First_Battle_of_Zawiya,"24 February – 10 March, 2011"
First Battle of Brega,https://en.wikipedia.org/wiki/First_Battle_of_Brega,"2 March, 2011"
Battle of Ras Lanuf,https://en.wikipedia.org/wiki/Battle_of_Ras_Lanuf,"4–12 March, 2011"
Battle of Bin Jawad,https://en.wikipedia.org/wiki/Battle_of_Bin_Jawad,"6 March, 2011"
Second Battle of Brega,https://en.wikipedia.org/wiki/Second_Battle_of_Brega,"13–15 March, 2011"
Battle of Ajdabiya,https://en.wikipedia.org/wiki/Battle_of_Ajdabiya,"15–26 March, 2011"
Second Battle of Benghazi,https://en.wikipedia.org/wiki/Second_Battle_of_Benghazi,"19–20 March, 2011"
Third Battle of Brega,https://en.wikipedia.org/wiki/Third_Battle_of_Brega,"31 March – 7 April, 2011"
Battle of Brega-Ajdabiya road,https://en.wikipedia.org/wiki/Battle_of_Brega-Ajdabiya_road,"8 April – 13 July, 2011"
Battle of Kandahar (2011),https://en.wikipedia.org/wiki/Battle_of_Kandahar_(2011),"7–9 May, 2011"
Battle of Sana'a (2011),https://en.wikipedia.org/wiki/Battle_of_Sana%27a_(2011),"23 May – 7 June, 2011"
Siege of Rastan and Talbiseh,https://en.wikipedia.org/wiki/Siege_of_Rastan_and_Talbiseh,28 May – 4 June 2011
Battle of Do Ab,https://en.wikipedia.org/wiki/Battle_of_Do_Ab,"25 May, 2011"
Fourth Battle of Brega,https://en.wikipedia.org/wiki/Fourth_Battle_of_Brega,"14 July – 22 August, 2011"
Second Battle of Zawiya,https://en.wikipedia.org/wiki/Second_Battle_of_Zawiya,"13–20 August, 2011"
Battle of Tripoli (2011),https://en.wikipedia.org/wiki/Battle_of_Tripoli_(2011),"20–28 August, 2011"
Battle of Bani Walid,https://en.wikipedia.org/wiki/Battle_of_Bani_Walid,"8 September – 17 October, 2011"
Battle of Doan,https://en.wikipedia.org/wiki/Battle_of_Doan,"9 September, 2011"
Battle of Rastan (2011),https://en.wikipedia.org/wiki/Battle_of_Rastan_(2011),"27 September – 1 October, 2011"
Battle of Sirte (2011),https://en.wikipedia.org/wiki/Battle_of_Sirte_(2011),"15 September – 20 October, 2011"
Operación Escorpión,https://en.wikipedia.org/wiki/Operaci%C3%B3n_Escorpi%C3%B3n,"28 August – 31 October, 2011"
Battle of Zabadani (2012),https://en.wikipedia.org/wiki/Battle_of_Zabadani_(2012),7 – 18 January 2012 (First phase)  4 – 11 February 2012 (Second phase)
Attack on Spanish oiler Patiño,https://en.wikipedia.org/wiki/Attack_on_Spanish_oiler_Pati%C3%B1o,12 January 2012
Battle of Aguelhok,https://en.wikipedia.org/wiki/Battle_of_Aguelhok,17–25 January 2012
Battle of Tessalit,https://en.wikipedia.org/wiki/Battle_of_Tessalit,18 January – 11 March 2012
Battle of Douma,https://en.wikipedia.org/wiki/Battle_of_Douma,21–30 January 2012
2012 Bani Walid uprising,https://en.wikipedia.org/wiki/2012_Bani_Walid_uprising,23–25 January 2012
Battle of Rastan (2012),https://en.wikipedia.org/wiki/Battle_of_Rastan_(2012),29 January – 5 February 2012
Battle of Tinzaouaten,https://en.wikipedia.org/wiki/Battle_of_Tinzaouaten,7–8 February 2012
