battle,link,date,latitude,longitude
Battle of Homildon Hill,https://en.wikipedia.org/wiki/Battle_of_Homildon_Hill,1402 AD,55.559,-2.052
Battle of Shrewsbury,https://en.wikipedia.org/wiki/Battle_of_Shrewsbury,1403 AD,52.7475,-2.7185
Siege of Birtvisi (1403),https://en.wikipedia.org/wiki/Siege_of_Birtvisi_(1403),1403 AD,41.60889,44.53917
Battle of Pwll Melyn,https://en.wikipedia.org/wiki/Battle_of_Pwll_Melyn,1405 AD,51.718,-2.954
Battle of Tuiteam Tarbhach,https://en.wikipedia.org/wiki/Battle_of_Tuiteam_Tarbhach,1406 AD,57.97556,-4.64583
Battle of Lạng Sơn,https://en.wikipedia.org/wiki/Ming%E2%80%93H%E1%BB%93_War,1407 AD,20.84,106.05
Battle of Sông Phú Lương,https://en.wikipedia.org/wiki/Ming%E2%80%93H%E1%BB%93_War,1407 AD,20.84,106.05
Battle of Bramham Moor,https://en.wikipedia.org/wiki/Battle_of_Bramham_Moor,1408 AD,53.86444,-1.34139
Battle of Sanluri,https://en.wikipedia.org/wiki/Battle_of_Sanluri,1409 AD,39.5667,8.9
Battle of Grunwald,https://en.wikipedia.org/wiki/Battle_of_Grunwald,1410 AD,53.48611,20.12472
Battle of Koronowo,https://en.wikipedia.org/wiki/Battle_of_Koronowo,1410 AD,53.35694,17.81111
Battle of Harlaw,https://en.wikipedia.org/wiki/Battle_of_Harlaw,1411 AD,57.30806,-2.41194
Conquest of Ceuta,https://en.wikipedia.org/wiki/Conquest_of_Ceuta,1415 AD,35.89583,-5.30028
Battle of Agincourt,https://en.wikipedia.org/wiki/Battle_of_Agincourt,1415 AD,50.46361,2.14167
Battle of Gallipoli,https://en.wikipedia.org/wiki/Battle_of_Gallipoli_(1416),1416 AD,40.5,27.0
Siege of Rouen,https://en.wikipedia.org/wiki/Siege_of_Rouen_(1418-1419),1418 AD,49.44,1.09389
Battle of la Rochelle,https://en.wikipedia.org/wiki/Battle_of_La_Rochelle_(1419),1419 AD,47.2667,-1.3833
Battle of Sudomer,https://en.wikipedia.org/wiki/Battle_of_Sudomer,1420 AD,49.24194,14.06389
Battle of Vitkov Hill,https://en.wikipedia.org/wiki/Battle_of_Vitkov_Hill,1420 AD,50.08917,14.42472
Battle of Vysehrad,https://en.wikipedia.org/wiki/Battle_of_Vysehrad,1420 AD,50.05778,14.43111
Battle of Baugé,https://en.wikipedia.org/wiki/Battle_of_Baug%C3%A9,1421 AD,47.541,-0.105
Battle of Kutna Hora,https://en.wikipedia.org/wiki/Battle_of_Kutna_Hora,1421 AD,49.95,15.267
Battle of Arbedo,https://en.wikipedia.org/wiki/Battle_of_Arbedo,1422 AD,46.21,9.04
Siege of Meaux,https://en.wikipedia.org/wiki/Siege_of_Meaux,1422 AD,48.9603,2.8883
Battle of Horic,https://en.wikipedia.org/wiki/Battle_of_Horic,1423 AD,50.36472,15.64444
Battle of Cravant,https://en.wikipedia.org/wiki/Battle_of_Cravant,1423 AD,47.6839,3.6917
Battle of Verneuil,https://en.wikipedia.org/wiki/Battle_of_Verneuil,1424 AD,48.755,0.94
Battle of St. James,https://en.wikipedia.org/wiki/Battle_of_St._James,1426 AD,48.52277806,-1.32472194
Battle of Usti nad Labem,https://en.wikipedia.org/wiki/Battle_of_Usti_nad_Labem,1426 AD,50.65972,13.96472
Battle of Tachov,https://en.wikipedia.org/wiki/Battle_of_Tachov,1427 AD,49.79528,12.63306
Siege of Montargis,https://en.wikipedia.org/wiki/Siege_of_Montargis,1427 AD,47.9978,2.7333
Battle of Chi Lăng,https://en.wikipedia.org/wiki/Battle_of_Chi_L%C4%83ng,1427 AD,21.667,106.667
Battle of Maclodio,https://en.wikipedia.org/wiki/Battle_of_Maclodio,1427 AD,45.4833,10.05
Siege of Orléans,https://en.wikipedia.org/wiki/Siege_of_Orl%C3%A9ans,1428 AD,47.9025,1.9089
Battle of Jargeau,https://en.wikipedia.org/wiki/Battle_of_Jargeau,1429 AD,47.8667,2.1222
Battle of Meung-sur-Loire,https://en.wikipedia.org/wiki/Battle_of_Meung-sur-Loire,1429 AD,47.8294,1.6992
Battle of Beaugency,https://en.wikipedia.org/wiki/Battle_of_Beaugency_(1429),1429 AD,46.7958,1.6492
Battle of Patay,https://en.wikipedia.org/wiki/Battle_of_Patay,1429 AD,48.0483,1.6958
Siege of Thessalonica,https://en.wikipedia.org/wiki/Siege_of_Thessalonica_(1422%E2%80%931430),1430 AD,40.6375,22.945
Siege of Compiègne,https://en.wikipedia.org/wiki/Siege_of_Compi%C3%A8gne,1430 AD,49.4149,2.8231
Battle of Pavia,https://en.wikipedia.org/wiki/Battle_of_Pavia_(1431),1431 AD,45.133,10.033
Battle of Domažlice,https://en.wikipedia.org/wiki/Battle_of_Doma%C5%BElice,1431 AD,49.408272,12.993437
Battle of Inverlochy,https://en.wikipedia.org/wiki/Battle_of_Inverlochy_(1431),1431 AD,56.83139,-5.085
Battle of Delebio,https://en.wikipedia.org/wiki/Battle_of_Delebio,1432 AD,46.1333,9.4667
Battle of San Romano,https://en.wikipedia.org/wiki/Battle_of_San_Romano,1432 AD,43.689,10.7581
Battle of Lipany,https://en.wikipedia.org/wiki/Battle_of_Lipany,1434 AD,50.02861,14.93694
Battle of Gerbevoy,https://en.wikipedia.org/wiki/Battle_of_Gerbevoy,1435 AD,49.535,1.8506
Battle of Ponza,https://en.wikipedia.org/wiki/Battle_of_Ponza_(1435),1435 AD,40.9,12.9667
Battle of Wiłkomierz,https://en.wikipedia.org/wiki/Battle_of_Wi%C5%82komierz,1435 AD,55.16583,24.77139
Battle of Piperdean,https://en.wikipedia.org/wiki/Battle_of_Piperdean,1436 AD,55.92056,-2.30167
Battle of Grotniki,https://en.wikipedia.org/wiki/Battle_of_Grotniki,1439 AD,50.30278,20.81056
Battle of Anghiari,https://en.wikipedia.org/wiki/Battle_of_Anghiari_(1440),1440 AD,43.55,12.07
Siege of Novo Brdo,https://en.wikipedia.org/wiki/Siege_of_Novo_Brdo_(1440%E2%80%9341),1440 AD,42.615,21.41722
Battle of Kunovica,https://en.wikipedia.org/wiki/Battle_of_Kunovica,1444 AD,43.18028,22.17611
Battle of Torvioll,https://en.wikipedia.org/wiki/Battle_of_Torvioll,1444 AD,41.767,20.367
Battle of St. Jakob an der Birs,https://en.wikipedia.org/wiki/Battle_of_St._Jakob_an_der_Birs,1444 AD,47.542,7.618
Battle of Varna,https://en.wikipedia.org/wiki/Battle_of_Varna,1444 AD,43.217,27.883
Battle of Otonetë,https://en.wikipedia.org/wiki/Battle_of_Otonet%C3%AB,1446 AD,41.5166,20.5333
Siege of Svetigrad,https://en.wikipedia.org/wiki/Siege_of_Svetigrad_(1448),1448 AD,41.45,20.6
Battle of Kosovo,https://en.wikipedia.org/wiki/Battle_of_Kosovo_(1448),1448 AD,42.63,21.12
Battle of Sark,https://en.wikipedia.org/wiki/Battle_of_Sark,1448 AD,54.98611,-3.07194
Battle of Alfarrobeira,https://en.wikipedia.org/wiki/Battle_of_Alfarrobeira,1449 AD,38.87107,-9.07793
Battle of Tumu Fortress,https://en.wikipedia.org/wiki/Battle_of_Tumu_Fortress,1449 AD,40.383,115.6
Battle of Formigny,https://en.wikipedia.org/wiki/Battle_of_Formigny,1450 AD,49.333,-0.9
Siege of Krujë (1450),https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1450),1450 AD,41.517,19.8
Battle of Castillon,https://en.wikipedia.org/wiki/Battle_of_Castillon,1453 AD,44.85556,-0.04056
Battle of Constantinople,https://en.wikipedia.org/wiki/Fall_of_Constantinople,1453 AD,41.0167,28.9769
Battle of Chojnice,https://en.wikipedia.org/wiki/Battle_of_Chojnice_(1454),1454 AD,53.7,17.566667
Battle of Arkinholm,https://en.wikipedia.org/wiki/Battle_of_Arkinholm,1455 AD,55.15,-3.0
First Battle of St Albans,https://en.wikipedia.org/wiki/First_Battle_of_St_Albans,1455 AD,51.7487,-0.339
Battle of Blore Heath,https://en.wikipedia.org/wiki/Battle_of_Blore_Heath,1459 AD,52.91361,-2.42472
Battle of Ludford Bridge,https://en.wikipedia.org/wiki/Battle_of_Ludford_Bridge,1459 AD,52.36375,-2.71889
Battle of Sandwich,https://en.wikipedia.org/wiki/Battle_of_Sandwich_(1460),1460 AD,51.275,1.427
Battle of Northampton,https://en.wikipedia.org/wiki/Battle_of_Northampton_(1460),1460 AD,52.223167,-0.884111
Battle of Wakefield,https://en.wikipedia.org/wiki/Battle_of_Wakefield,1460 AD,53.68,-1.49222
Battle of Mortimer's Cross,https://en.wikipedia.org/wiki/Battle_of_Mortimer%27s_Cross,1461 AD,52.259,-2.838
Second Battle of St Albans,https://en.wikipedia.org/wiki/Second_Battle_of_St_Albans,1461 AD,51.755,-0.336
Battle of Ferrybridge,https://en.wikipedia.org/wiki/Battle_of_Ferrybridge,1461 AD,53.7125,-1.27361
Battle of Towton,https://en.wikipedia.org/wiki/Battle_of_Towton,1461 AD,53.83611,-1.27361
Siege of Trebizond,https://en.wikipedia.org/wiki/Siege_of_Trebizond_(1461),1461 AD,41.0,39.7333306
Battle of Świecino,https://en.wikipedia.org/wiki/Battle_of_%C5%9Awiecino,1462 AD,54.787222,18.087778
Siege of Mytilene,https://en.wikipedia.org/wiki/Siege_of_Mytilene_(1462),1462 AD,39.111,26.562
Battle of Zatoka Świeża,https://en.wikipedia.org/wiki/Battle_of_Zatoka_%C5%9Awie%C5%BCa,1463 AD,54.45,19.75
Battle of Hedgeley Moor,https://en.wikipedia.org/wiki/Battle_of_Hedgeley_Moor,1464 AD,55.471,-1.924
Battle of Hexham,https://en.wikipedia.org/wiki/Battle_of_Hexham,1464 AD,54.97,-2.1
Battle of Ohrid,https://en.wikipedia.org/wiki/Battle_of_Ohrid,1464 AD,41.11694,20.80167
Battle of Vaikal,https://en.wikipedia.org/wiki/Battle_of_Vaikal,1465 AD,41.11694,20.80167
Battle of Meçad (1465),https://en.wikipedia.org/wiki/Battle_of_Me%C3%A7ad_(1465),1465 AD,41.525,20.5275
Siege of Krujë (1466–1467),https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1466%E2%80%931467),1467 AD,41.517,19.8
Siege of Krujë (1467),https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1467),1467 AD,41.517,19.8
Battle of Brustem,https://en.wikipedia.org/wiki/Battle_of_Brustem,1467 AD,50.8017,5.2175
Battle of Edgecote Moor,https://en.wikipedia.org/wiki/Battle_of_Edgecote_Moor,1469 AD,52.11444,-1.24722
Siege of Negroponte,https://en.wikipedia.org/wiki/Siege_of_Negroponte_(1470),1470 AD,38.467,23.267
Battle of Lose-coat Field,https://en.wikipedia.org/wiki/Battle_of_Lose-coat_Field,1470 AD,52.68611,-0.53611
Battle of Pasca,https://en.wikipedia.org/wiki/Battle_of_Pasca,1470 AD,4.3075,-74.30083
Battle of Barnet,https://en.wikipedia.org/wiki/Battle_of_Barnet,1471 AD,51.66222,-0.2
Battle of Tewkesbury,https://en.wikipedia.org/wiki/Battle_of_Tewkesbury,1471 AD,51.98639,-2.16139
Battle of Shelon,https://en.wikipedia.org/wiki/Battle_of_Shelon,1471 AD,58.2,30.767
Battle of Brunkeberg,https://en.wikipedia.org/wiki/Battle_of_Brunkeberg,1471 AD,59.32944,18.06861
Battle of Otlukbeli,https://en.wikipedia.org/wiki/Battle_of_Otlukbeli,1473 AD,39.97361,40.02222
Battle of Héricourt,https://en.wikipedia.org/wiki/Battle_of_H%C3%A9ricourt,1474 AD,47.583,6.767
Siege of Shkodra,https://en.wikipedia.org/wiki/Siege_of_Shkodra_(1474),1474 AD,42.0465,19.4935
Battle of Vaslui,https://en.wikipedia.org/wiki/Battle_of_Vaslui,1475 AD,46.617,27.717
Battle on the Planta,https://en.wikipedia.org/wiki/Battle_on_the_Planta,1475 AD,46.217,7.35
Battle of Toro,https://en.wikipedia.org/wiki/Battle_of_Toro,1476 AD,41.52556,-5.39111
Battle of Grandson,https://en.wikipedia.org/wiki/Battle_of_Grandson,1476 AD,46.8169,6.6331
Battle of Morat,https://en.wikipedia.org/wiki/Battle_of_Morat,1476 AD,46.93333306,7.11666694
Battle of Valea Albă,https://en.wikipedia.org/wiki/Battle_of_Valea_Alb%C4%83,1476 AD,47.0783,26.5603
Battle of Nancy,https://en.wikipedia.org/wiki/Battle_of_Nancy,1477 AD,48.67667,6.19944
Battle of Guinea,https://en.wikipedia.org/wiki/Battle_of_Guinea,1478 AD,1.0,4.0
Siege of Krujë (1478),https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1478),1478 AD,41.517,19.8
Siege of Shkodra,https://en.wikipedia.org/wiki/Siege_of_Shkodra,1479 AD,42.0465,19.4935
Battle of Guinegate,https://en.wikipedia.org/wiki/Battle_of_Guinegate_(1479),1479 AD,50.6081,2.2711
Battle of the Plain of Jars,https://en.wikipedia.org/wiki/Plain_of_Jars,1479 AD,19.43,103.153
Battle of Breadfield,https://en.wikipedia.org/wiki/Battle_of_Breadfield,1479 AD,45.9375,23.34444
Battle of Skibo and Strathfleet,https://en.wikipedia.org/wiki/Battle_of_Skibo_and_Strathfleet,1480 AD,57.95,-4.067
Battle of Bloody Bay,https://en.wikipedia.org/wiki/Battle_of_Bloody_Bay,1480 AD,56.65,-6.117
Battle of Lochmaben Fair,https://en.wikipedia.org/wiki/Battle_of_Lochmaben_Fair,1484 AD,55.12889,-3.44
Battle of Bosworth Field,https://en.wikipedia.org/wiki/Battle_of_Bosworth_Field,1485 AD,52.59111,-1.41028
Battle of Auldicharish,https://en.wikipedia.org/wiki/Battle_of_Auldicharish,1486 AD,57.94167,-4.55972
Battle of Stoke,https://en.wikipedia.org/wiki/Battle_of_Stoke,1487 AD,53.035,-0.888
Battle of Sauchieburn,https://en.wikipedia.org/wiki/Battle_of_Sauchieburn,1488 AD,56.067,-3.917
Battle of Chocontá,https://en.wikipedia.org/wiki/Battle_of_Chocont%C3%A1,1490 AD,5.15,-73.683
Battle of Krbava field,https://en.wikipedia.org/wiki/Battle_of_Krbava_field,1493 AD,44.6,15.7
Battle of the Maule,https://en.wikipedia.org/wiki/Battle_of_the_Maule,1493 AD,-35.5695444,-71.6983194
Battle of Fornovo,https://en.wikipedia.org/wiki/Battle_of_Fornovo,1495 AD,44.683,10.1
Battle of Drumchatt,https://en.wikipedia.org/wiki/Battle_of_Drumchatt,1497 AD,57.583,-4.517
Battle of Zonchio,https://en.wikipedia.org/wiki/Battle_of_Zonchio,1499 AD,36.9,21.683
Battle of Hemmingstedt,https://en.wikipedia.org/wiki/Battle_of_Hemmingstedt,1500 AD,54.14722,9.07194
Battle of Lepanto,https://en.wikipedia.org/wiki/Battle_of_Lepanto_(1500),1500 AD,36.9,21.6833
Battle of Vedrosha,https://en.wikipedia.org/wiki/Battle_of_Vedrosha,1500 AD,54.8186,33.4769
Battle of Ruvo,https://en.wikipedia.org/wiki/Battle_of_Ruvo,1503 AD,41.117,16.483
Battle of Cerignola,https://en.wikipedia.org/wiki/Battle_of_Cerignola,1503 AD,41.267,15.9
Battle of Garigliano,https://en.wikipedia.org/wiki/Battle_of_Garigliano_(1503),1503 AD,41.2167,13.5667
Battle of Diu,https://en.wikipedia.org/wiki/Battle_of_Diu_(1509),1509 AD,20.72,70.99
Battle of Agnadello,https://en.wikipedia.org/wiki/Battle_of_Agnadello,1509 AD,45.45,9.5667
Battle of Polesella,https://en.wikipedia.org/wiki/Battle_of_Polesella,1509 AD,44.97,11.79
Siege of Mirandola,https://en.wikipedia.org/wiki/Siege_of_Mirandola_(1511),1511 AD,44.9052,11.0668
Capture of Malacca,https://en.wikipedia.org/wiki/Capture_of_Malacca_(1511),1511 AD,2.20556,102.25611
Battle of Ravenna,https://en.wikipedia.org/wiki/Battle_of_Ravenna_(1512),1512 AD,44.417,12.2
Battle of Novara,https://en.wikipedia.org/wiki/Battle_of_Novara_(1513),1513 AD,45.45,8.617
Battle of Guinegate,https://en.wikipedia.org/wiki/Battle_of_Guinegate_(1513),1513 AD,50.57472,2.23611
Battle of Flodden Field,https://en.wikipedia.org/wiki/Battle_of_Flodden_Field,1513 AD,55.62693,-2.1753
Battle of La Motta,https://en.wikipedia.org/wiki/Battle_of_La_Motta,1513 AD,45.717,11.367
Battle of Orsha,https://en.wikipedia.org/wiki/Battle_of_Orsha,1514 AD,54.5,30.383
Battle of Chaldiran,https://en.wikipedia.org/wiki/Battle_of_Chaldiran,1514 AD,39.08889,44.32694
Battle of Marignano,https://en.wikipedia.org/wiki/Battle_of_Marignano,1515 AD,45.367,9.317
Battle of Marj Dabiq,https://en.wikipedia.org/wiki/Battle_of_Marj_Dabiq,1516 AD,36.542398,37.272908
Battle of Yaunis Khan,https://en.wikipedia.org/wiki/Battle_of_Yaunis_Khan,1516 AD,31.517,34.45
Battle of Pianosa,https://en.wikipedia.org/wiki/Battle_of_Pianosa,1519 AD,42.8,10.0
Battle of Cempoala,https://en.wikipedia.org/wiki/Battle_of_Cempoala,1520 AD,19.447306,-96.403667
Battle of Otumba,https://en.wikipedia.org/wiki/Battle_of_Otumba,1520 AD,19.6969,-98.7547
Battle of Mactan,https://en.wikipedia.org/wiki/Battle_of_Mactan,1521 AD,10.3106,124.0151
Siege of Tenochtitlan,https://en.wikipedia.org/wiki/Fall_of_Tenochtitlan,1521 AD,19.435,-99.131
Battle of Noáin,https://en.wikipedia.org/wiki/Battle_of_No%C3%A1in,1521 AD,42.758,-1.654
Battle of Tunmen,https://en.wikipedia.org/wiki/Battle_of_Tunmen,1521 AD,22.3713,113.9782
Battle of Bicocca,https://en.wikipedia.org/wiki/Battle_of_Bicocca,1522 AD,45.518,9.21
Siege of Knin,https://en.wikipedia.org/wiki/Siege_of_Knin,1522 AD,44.033333,16.183333
Battle of Xicaowan,https://en.wikipedia.org/wiki/Battle_of_Xicaowan,1522 AD,22.3699,113.9759
Battle of Frankenhausen,https://en.wikipedia.org/wiki/Battle_of_Frankenhausen,1525 AD,51.36611,11.10278
Battle of Pavia,https://en.wikipedia.org/wiki/Battle_of_Pavia,1525 AD,45.1833,9.15
First battle of Panipat,https://en.wikipedia.org/wiki/First_battle_of_Panipat,1526 AD,29.39,76.97
Battle of Mohács,https://en.wikipedia.org/wiki/Battle_of_Moh%C3%A1cs,1526 AD,45.94139,18.64722
Battle of Khanwa,https://en.wikipedia.org/wiki/Battle_of_Khanwa,1527 AD,27.03528,77.54306
Sack of Rome,https://en.wikipedia.org/wiki/Sack_of_Rome_(1527),1527 AD,41.833,12.5
Battle of Capo d'Orso,https://en.wikipedia.org/wiki/Battle_of_Capo_d%27Orso,1528 AD,40.6,14.6
Battle of Landriano,https://en.wikipedia.org/wiki/Battle_of_Landriano,1529 AD,45.3167,9.2667
Siege of Vienna,https://en.wikipedia.org/wiki/Siege_of_Vienna_(1529),1529 AD,48.2083,16.3731
Siege of Florence,https://en.wikipedia.org/wiki/Siege_of_Florence_(1529%E2%80%9330),1529 AD,43.7833,11.25
Battle of Gavinana,https://en.wikipedia.org/wiki/Battle_of_Gavinana,1530 AD,43.93333,10.91667
Battle of Cajamarca,https://en.wikipedia.org/wiki/Battle_of_Cajamarca,1532 AD,-7.16444,-78.51056
Battle at Bae de Bic,https://en.wikipedia.org/wiki/Bic_National_Park,1534 AD,48.35,-68.783
Conquest of Tunis,https://en.wikipedia.org/wiki/Conquest_of_Tunis_(1535),1535 AD,36.8,10.167
Battle of Un no Kuchi,https://en.wikipedia.org/wiki/Battle_of_Un_no_Kuchi,1536 AD,36.03703611,138.49562194
Battle of Reynogüelén (1536),https://en.wikipedia.org/wiki/Battle_of_Reynog%C3%BCel%C3%A9n_(1536),1536 AD,-36.64722,-72.45528
Battle of Abancay,https://en.wikipedia.org/wiki/Battle_of_Abancay,1537 AD,-13.633,-72.883
Battle of Las Salinas,https://en.wikipedia.org/wiki/Battle_of_Las_Salinas,1538 AD,-13.56667,-71.97806
Battle of Preveza,https://en.wikipedia.org/wiki/Battle_of_Preveza,1538 AD,38.95917,20.75028
Siege of Diu (1538),https://en.wikipedia.org/wiki/Siege_of_Diu_(1538),1538 AD,20.0,71.0
Battle of Tocarema,https://en.wikipedia.org/wiki/Battle_of_Tocarema,1538 AD,4.75056,-74.43472
Battle of Sezawa,https://en.wikipedia.org/wiki/Battle_of_Sezawa,1542 AD,35.896028,138.244583
Battle of Haddon Rig,https://en.wikipedia.org/wiki/Battle_of_Haddon_Rig,1542 AD,55.6,-2.35
Battle of Chupas,https://en.wikipedia.org/wiki/Battle_of_Chupas,1542 AD,-13.2539,-74.22566
Battle of Solway Moss,https://en.wikipedia.org/wiki/Battle_of_Solway_Moss,1542 AD,55.011,-3.026
Battle of Azukizaka,https://en.wikipedia.org/wiki/Battle_of_Azukizaka_(1542),1542 AD,34.930310889,137.178297694
Siege of Uehara,https://en.wikipedia.org/wiki/Siege_of_Uehara,1542 AD,36.00884806,138.14900611
Battle of Alltan-Beath,https://en.wikipedia.org/wiki/Battle_of_Alltan-Beath,1542 AD,58.031,-4.116
Siege of Perpignan,https://en.wikipedia.org/wiki/Siege_of_Perpignan_(1542),1542 AD,42.6986,2.8956
Siege of Nice,https://en.wikipedia.org/wiki/Siege_of_Nice,1543 AD,43.7,7.26667
Battle of Ceresole,https://en.wikipedia.org/wiki/Battle_of_Ceresole,1544 AD,44.805,7.845
First Siege of Boulogne,https://en.wikipedia.org/wiki/First_Siege_of_Boulogne,1544 AD,50.7264,1.6147
Second Siege of Boulogne,https://en.wikipedia.org/wiki/Second_Siege_of_Boulogne,1544 AD,50.7264,1.6147
Battle of the Shirts,https://en.wikipedia.org/wiki/Battle_of_the_Shirts,1544 AD,57.03028,-4.81889
Battle of Ancrum Moor,https://en.wikipedia.org/wiki/Battle_of_Ancrum_Moor,1545 AD,55.53675,-2.60758
Siege of Takatō,https://en.wikipedia.org/wiki/Siege_of_Takat%C5%8D_(1545),1545 AD,35.8330806,138.0628
Battle of the Solent,https://en.wikipedia.org/wiki/Battle_of_the_Solent,1545 AD,50.7775,-1.22639
Battle of Bonchurch,https://en.wikipedia.org/wiki/Battle_of_Bonchurch,1545 AD,50.6034611,-1.1987306
Battle of Kawagoe,https://en.wikipedia.org/wiki/Battle_of_Kawagoe,1545 AD,35.9244,139.4914
Battle of Mühlberg,https://en.wikipedia.org/wiki/Battle_of_M%C3%BChlberg,1547 AD,51.43306,13.21667
Battle of Pinkie,https://en.wikipedia.org/wiki/Battle_of_Pinkie,1547 AD,55.9304,-3.0211
Battle of Uedahara,https://en.wikipedia.org/wiki/Battle_of_Uedahara,1548 AD,36.395694,138.213306
Battle of Shirojiritoge,https://en.wikipedia.org/wiki/Battle_of_Shirojiritoge,1548 AD,36.069889,138.027722
Battle of Jaquijahuana,https://en.wikipedia.org/wiki/Battle_of_Jaquijahuana,1548 AD,-13.46833,-72.20667
Battle of Kamphaeng Phet,https://en.wikipedia.org/wiki/Kamphaeng_Phet,1549 AD,16.48111,99.52222
Battle of Sauðafell,https://en.wikipedia.org/wiki/Battle_of_Sau%C3%B0afell,1550 AD,65.01722,-21.64833
Siege of Tripoli,https://en.wikipedia.org/wiki/Siege_of_Tripoli_(1551),1551 AD,32.90222,13.18583
Sieges of Toishi,https://en.wikipedia.org/wiki/Sieges_of_Toishi,1551 AD,36.42447889,138.291505
Siege of Eger,https://en.wikipedia.org/wiki/Siege_of_Eger_(1552),1552 AD,47.9039,20.3794
Capture of Muscat,https://en.wikipedia.org/wiki/Capture_of_Muscat_(1552),1552 AD,23.60861,58.59194
First Battle of Kawanakajima,https://en.wikipedia.org/wiki/Battles_of_Kawanakajima,1553 AD,36.648611,138.194722
Battle of Sievershausen,https://en.wikipedia.org/wiki/Battle_of_Sievershausen,1553 AD,52.37583,10.11278
Battle of Marihueñu,https://en.wikipedia.org/wiki/Battle_of_Marihue%C3%B1u,1554 AD,-37.15833,-73.17639
Battle of the Gulf of Oman,https://en.wikipedia.org/wiki/Battle_of_the_Gulf_of_Oman,1554 AD,25.0,58.0
Battle of Tadla,https://en.wikipedia.org/wiki/Battle_of_Tadla,1554 AD,32.33333,-6.35
Battle of Oshikibata,https://en.wikipedia.org/wiki/Battle_of_Oshikibata,1554 AD,34.356889,132.284333
Second Battle of Kawanakajima,https://en.wikipedia.org/wiki/Battles_of_Kawanakajima,1555 AD,36.648611,138.194722
Battle at Machhiwara,https://en.wikipedia.org/wiki/Battle_at_Machhiwara,1555 AD,30.91,76.2
Battle of Miyajima,https://en.wikipedia.org/wiki/Battle_of_Miyajima,1555 AD,34.301611,132.322306
Battle of Nagara-gawa,https://en.wikipedia.org/wiki/Battle_of_Nagara-gawa,1556 AD,35.445083,136.7635
Second battle of Panipat,https://en.wikipedia.org/wiki/Second_battle_of_Panipat,1556 AD,29.39,76.97
Battle of Garisi,https://en.wikipedia.org/wiki/Battle_of_Garisi,1556 AD,41.55,44.467
Third Battle of Kawanakajima,https://en.wikipedia.org/wiki/Battles_of_Kawanakajima,1557 AD,36.648611,138.194722
Campaign of Tlemcen,https://en.wikipedia.org/wiki/Campaign_of_Tlemcen,1557 AD,34.88278,-1.31667
Battle of St. Quentin,https://en.wikipedia.org/wiki/Battle_of_St._Quentin_(1557),1557 AD,49.8486,3.2864
Battle of Lagunillas,https://en.wikipedia.org/wiki/Battle_of_Lagunillas,1557 AD,-36.84722,-73.09472
Siege of Kotte,https://en.wikipedia.org/wiki/Siege_of_Kotte_(1557%E2%80%9358),1557 AD,6.91083,79.8878361
Siege of Calais,https://en.wikipedia.org/wiki/Siege_of_Calais_(1558),1558 AD,50.9636,1.8474
Battle of Wadi al-Laban,https://en.wikipedia.org/wiki/Battle_of_Wadi_al-Laban,1558 AD,34.3,-4.9
Siege of Narva,https://en.wikipedia.org/wiki/Siege_of_Narva_(1558),1558 AD,59.379167,28.200556
Battle of Gravelines,https://en.wikipedia.org/wiki/Battle_of_Gravelines_(1558),1558 AD,50.98722,2.12833
Mostaganem Expedition,https://en.wikipedia.org/wiki/Expedition_to_Mostaganem_(1558),1558 AD,35.9333,0.08333
Battle of Quiapo,https://en.wikipedia.org/wiki/Battle_of_Quiapo,1558 AD,-37.4397,-73.5859722
Battle of Mulleriyawa,https://en.wikipedia.org/wiki/Battle_of_Mulleriyawa,1559 AD,6.9363306,79.9482333
Battle of Glasgow,https://en.wikipedia.org/wiki/Battle_of_Glasgow_(1560),1560 AD,52.35,14.55
Battle of Djerba,https://en.wikipedia.org/wiki/Battle_of_Djerba,1560 AD,33.7833,10.8833
Siege of Marune,https://en.wikipedia.org/wiki/Siege_of_Marune,1560 AD,35.06444,136.94528
Battle of Okehazama,https://en.wikipedia.org/wiki/Battle_of_Okehazama,1560 AD,35.05028,136.99667
Battle of Ērģeme,https://en.wikipedia.org/wiki/Battle_of_%C4%92r%C4%A3eme,1560 AD,57.805506,25.815828
Fourth Battle of Kawanakajima,https://en.wikipedia.org/wiki/Battles_of_Kawanakajima,1561 AD,36.648611,138.194722
Battle of Corrichie,https://en.wikipedia.org/wiki/Battle_of_Corrichie,1562 AD,57.1018,-2.444
Battle of Dreux,https://en.wikipedia.org/wiki/Battle_of_Dreux,1562 AD,48.675,1.389
Siege of Orléans,https://en.wikipedia.org/wiki/Siege_of_Orl%C3%A9ans_(1563),1563 AD,47.902,1.909
Battle of Öland,https://en.wikipedia.org/wiki/Battle_of_%C3%96land_(1563),1563 AD,56.745927194,17.187130194
Battle of Ula,https://en.wikipedia.org/wiki/Battle_of_Ula,1564 AD,54.85,29.15
Fifth Battle of Kawanakajima,https://en.wikipedia.org/wiki/Battles_of_Kawanakajima,1564 AD,36.648611,138.194722
Battle of Kōnodai,https://en.wikipedia.org/wiki/Battle_of_K%C5%8Dnodai_(1564),1564 AD,35.760278,139.895111
